Resume_ID,Name,Skills,Experience_Years,Education,Certifications,Job_Role,Recruiter_Decision,Salary_Expectation_Dollars,Projects_Count,AI_Score,Python_Skill,SQL_Skill,ML_Skill,PowerBI_Skill,Excel_Skill,TensorFlow_Skill,NLP_Skill,Pytorch_Skill,Experience_Level
370,Jose Young,"linux, networking, ethical hacking",10,B.Tech,None,Cybersecurity Analyst,1,91447,5,100,0,0,0,0,0,0,0,0,Senior
371,Timothy Johnson,"java, c++, react",7,PhD,None,Software Engineer,1,100195,6,100,0,0,0,0,0,0,0,0,Senior
372,Donald Lawson,"react, java, sql",3,B.Sc,None,Software Engineer,0,118891,0,45,0,1,0,0,0,0,0,0,Junior
373,Crystal Parker,"nlp, pytorch, python",4,PhD,Google ML,AI Researcher,1,45733,9,100,1,0,0,0,0,0,1,1,Mid
374,Amanda Thomas,"java, sql, c++, react",10,M.Tech,Google ML,Software Engineer,1,51113,0,100,0,1,0,0,0,0,0,0,Senior
375,Thomas Lee,"cybersecurity, linux, ethical hacking",3,B.Sc,AWS Certified,Cybersecurity Analyst,1,75300,5,80,0,0,0,0,0,0,0,0,Junior
376,Jennifer Love,"ethical hacking, networking, linux",1,M.Tech,Google ML,Cybersecurity Analyst,0,57375,2,45,0,0,0,0,0,0,0,0,Fresher
377,Breanna Barrett,"c++, react",8,B.Sc,Deep Learning Specialization,Software Engineer,1,71077,7,100,0,0,0,0,0,0,0,0,Senior
378,Jacob White,"python, machine learning, deep learning",0,B.Sc,Deep Learning Specialization,Data Scientist,1,97987,10,75,1,0,1,0,0,0,0,0,Fresher
379,Zachary Lynch,"sql, python",8,B.Sc,Deep Learning Specialization,Data Scientist,1,118157,10,100,1,1,0,0,0,0,0,0,Senior
380,Mr. Keith Smith,"sql, python, deep learning, machine learning",2,B.Tech,Google ML,Data Scientist,1,69741,10,100,1,1,1,0,0,0,0,0,Junior
381,James Allen,"pytorch, nlp, python, tensorflow",10,M.Tech,AWS Certified,AI Researcher,1,77860,1,100,1,0,0,0,0,1,1,1,Senior
382,Diana Lewis,"nlp, tensorflow, pytorch",3,M.Tech,AWS Certified,AI Researcher,1,112201,6,85,0,0,0,0,0,1,1,1,Junior
383,David Wilkerson,"pytorch, tensorflow, nlp",8,B.Tech,AWS Certified,AI Researcher,1,80736,2,100,0,0,0,0,0,1,1,1,Senior
384,Melissa Wheeler,"tensorflow, python, nlp, pytorch",4,B.Tech,None,AI Researcher,1,94202,4,80,1,0,0,0,0,1,1,1,Mid
385,Elijah Mcmillan,"react, c++",6,B.Tech,Google ML,Software Engineer,1,114890,7,100,0,0,0,0,0,0,0,0,Mid
386,Wendy Ferguson,"linux, ethical hacking, networking",10,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,1,108070,1,100,0,0,0,0,0,0,0,0,Senior
387,Xavier Wheeler,"nlp, pytorch, tensorflow",1,B.Tech,AWS Certified,AI Researcher,0,60718,1,40,0,0,0,0,0,1,1,1,Fresher
388,Linda Hardy,"c++, sql, java",10,M.Tech,Deep Learning Specialization,Software Engineer,1,95050,2,100,0,1,0,0,0,0,0,0,Senior
389,Pamela Dillon MD,"pytorch, nlp, python",10,MBA,Google ML,AI Researcher,1,85192,2,100,1,0,0,0,0,0,1,1,Senior
390,Miguel Robbins,"deep learning, python, sql, machine learning",1,PhD,AWS Certified,Data Scientist,0,84131,3,55,1,1,1,0,0,0,0,0,Fresher
391,Jordan Matthews,"nlp, tensorflow",8,MBA,None,AI Researcher,1,64722,1,95,0,0,0,0,0,1,1,0,Senior
392,Tyler Fischer,"nlp, python",9,M.Tech,None,AI Researcher,1,107875,5,100,1,0,0,0,0,0,1,0,Senior
393,Jack Hall,"c++, react, java",9,B.Tech,Deep Learning Specialization,Software Engineer,1,76157,8,100,0,0,0,0,0,0,0,0,Senior
394,Victor Braun,"python, machine learning, sql",6,PhD,None,Data Scientist,1,46741,1,80,1,1,1,0,0,0,0,0,Mid
395,Donald Morales,"python, pytorch, tensorflow, nlp",8,B.Tech,AWS Certified,AI Researcher,1,65345,8,100,1,0,0,0,0,1,1,1,Senior
396,Elizabeth Hernandez,"java, sql",3,B.Tech,Deep Learning Specialization,Software Engineer,0,89716,1,55,0,1,0,0,0,0,0,0,Junior
397,Leah Cain,"machine learning, deep learning, sql, python",3,M.Tech,AWS Certified,Data Scientist,0,93900,0,60,1,1,1,0,0,0,0,0,Junior
398,Allison Hoffman,"ethical hacking, linux",1,PhD,None,Cybersecurity Analyst,1,95656,9,65,0,0,0,0,0,0,0,0,Fresher
399,Danielle Davis,"machine learning, python, deep learning",1,MBA,Deep Learning Specialization,Data Scientist,0,79404,4,55,1,0,1,0,0,0,0,0,Fresher
400,Jacob Peterson,"pytorch, nlp, python, tensorflow",5,B.Tech,None,AI Researcher,1,56104,6,100,1,0,0,0,0,1,1,1,Mid
401,Christopher Chandler DVM,"cybersecurity, linux, ethical hacking",5,MBA,AWS Certified,Cybersecurity Analyst,1,59821,5,100,0,0,0,0,0,0,0,0,Mid
402,Sarah Gomez,"cybersecurity, networking, linux, ethical hacking",6,B.Sc,None,Cybersecurity Analyst,1,102518,7,100,0,0,0,0,0,0,0,0,Mid
403,Carlos Dawson,"networking, linux, ethical hacking, cybersecurity",10,B.Tech,Google ML,Cybersecurity Analyst,1,61659,10,100,0,0,0,0,0,0,0,0,Senior
404,Gregg Barber,"python, machine learning, deep learning",0,M.Tech,Deep Learning Specialization,Data Scientist,0,114745,6,55,1,0,1,0,0,0,0,0,Fresher
405,Kyle Contreras,"cybersecurity, linux, ethical hacking",3,MBA,None,Cybersecurity Analyst,1,103993,9,90,0,0,0,0,0,0,0,0,Junior
406,Jon Craig,"react, sql, java",1,B.Sc,Google ML,Software Engineer,1,105524,9,80,0,1,0,0,0,0,0,0,Fresher
407,Tiffany Rogers,"nlp, pytorch, tensorflow",8,MBA,Deep Learning Specialization,AI Researcher,1,102267,6,100,0,0,0,0,0,1,1,1,Senior
408,Gregory Beard,"tensorflow, nlp, python",4,MBA,AWS Certified,AI Researcher,1,72225,6,95,1,0,0,0,0,1,1,0,Mid
409,Timothy Fitzgerald,"networking, linux",3,MBA,None,Cybersecurity Analyst,1,97811,6,70,0,0,0,0,0,0,0,0,Junior
410,Raymond Perez,"python, sql",0,PhD,Deep Learning Specialization,Data Scientist,1,118756,9,65,1,1,0,0,0,0,0,0,Fresher
411,Jeffrey Cannon,"deep learning, sql",5,MBA,Google ML,Data Scientist,1,101471,0,70,0,1,0,0,0,0,0,0,Mid
412,Kent Davis,"cybersecurity, networking",4,PhD,None,Cybersecurity Analyst,0,87051,0,50,0,0,0,0,0,0,0,0,Mid
413,Alex Valdez,"c++, java, react",4,MBA,Google ML,Software Engineer,1,53412,0,65,0,0,0,0,0,0,0,0,Mid
414,Jonathan Lewis,"pytorch, tensorflow, nlp",1,MBA,AWS Certified,AI Researcher,1,64694,9,80,0,0,0,0,0,1,1,1,Fresher
415,James Reyes,"react, c++",5,B.Sc,Deep Learning Specialization,Software Engineer,1,85526,1,75,0,0,0,0,0,0,0,0,Mid
416,Kathryn Carter,"java, react, c++, sql",7,PhD,Deep Learning Specialization,Software Engineer,1,55916,6,100,0,1,0,0,0,0,0,0,Senior
417,Amanda Burke,"deep learning, sql, machine learning, python",1,MBA,AWS Certified,Data Scientist,0,86355,4,60,1,1,1,0,0,0,0,0,Fresher
418,James Bell,"deep learning, machine learning, python, sql",5,B.Tech,None,Data Scientist,1,112155,0,70,1,1,1,0,0,0,0,0,Mid
419,Valerie Clark,"sql, machine learning, python, deep learning",2,MBA,AWS Certified,Data Scientist,1,58438,6,80,1,1,1,0,0,0,0,0,Junior
420,Joseph Richards,"cybersecurity, ethical hacking, linux",1,B.Tech,Google ML,Cybersecurity Analyst,1,65313,7,70,0,0,0,0,0,0,0,0,Fresher
421,Megan Smith,"linux, networking, cybersecurity",6,MBA,None,Cybersecurity Analyst,1,59504,1,80,0,0,0,0,0,0,0,0,Mid
422,Stephen Mason,"python, deep learning",2,B.Tech,AWS Certified,Data Scientist,1,83979,5,65,1,0,0,0,0,0,0,0,Junior
423,Zachary Cohen,"nlp, tensorflow, pytorch, python",8,B.Sc,Deep Learning Specialization,AI Researcher,1,108667,0,100,1,0,0,0,0,1,1,1,Senior
424,Cristian Hernandez,"c++, react, java, sql",7,B.Tech,AWS Certified,Software Engineer,1,59061,6,100,0,1,0,0,0,0,0,0,Senior
425,David Smith,"sql, c++",3,B.Tech,Deep Learning Specialization,Software Engineer,1,41891,4,70,0,1,0,0,0,0,0,0,Junior
426,Molly Brewer,"python, nlp, pytorch, tensorflow",4,B.Sc,None,AI Researcher,1,61931,8,100,1,0,0,0,0,1,1,1,Mid
427,Robert Cameron,"cybersecurity, linux, ethical hacking",7,MBA,Deep Learning Specialization,Cybersecurity Analyst,1,81422,10,100,0,0,0,0,0,0,0,0,Senior
428,George Mills,"react, java",5,PhD,None,Software Engineer,1,74711,8,100,0,0,0,0,0,0,0,0,Mid
429,Anna Morrison,"networking, linux",5,M.Tech,Google ML,Cybersecurity Analyst,1,61038,9,100,0,0,0,0,0,0,0,0,Mid
430,Karen Wright,"sql, python, machine learning",10,PhD,AWS Certified,Data Scientist,1,55716,0,100,1,1,1,0,0,0,0,0,Senior
431,John Owens,"pytorch, nlp",4,B.Tech,Google ML,AI Researcher,1,52692,10,100,0,0,0,0,0,0,1,1,Mid
432,Kent Ward,"cybersecurity, ethical hacking",2,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,1,100524,5,65,0,0,0,0,0,0,0,0,Junior
433,Michael Randall,"sql, c++, react",7,M.Tech,AWS Certified,Software Engineer,1,49907,4,100,0,1,0,0,0,0,0,0,Senior
434,Kathryn Shea,"sql, react, c++, java",3,PhD,Deep Learning Specialization,Software Engineer,1,71138,8,100,0,1,0,0,0,0,0,0,Junior
435,Brenda Haney,"networking, cybersecurity, linux, ethical hacking",5,B.Sc,None,Cybersecurity Analyst,1,93770,7,100,0,0,0,0,0,0,0,0,Mid
436,Maria Manning,"python, deep learning, sql",7,M.Tech,Deep Learning Specialization,Data Scientist,1,104836,5,100,1,1,0,0,0,0,0,0,Senior
437,David Collins,"java, react, c++",0,PhD,Deep Learning Specialization,Software Engineer,0,47445,2,35,0,0,0,0,0,0,0,0,Fresher
438,George Clark,"python, deep learning, machine learning, sql",3,PhD,Google ML,Data Scientist,1,77893,10,100,1,1,1,0,0,0,0,0,Junior
439,Willie Castaneda,"java, react",9,B.Tech,AWS Certified,Software Engineer,1,79610,1,100,0,0,0,0,0,0,0,0,Senior
440,William Barnes,"c++, sql",6,MBA,AWS Certified,Software Engineer,1,83118,3,95,0,1,0,0,0,0,0,0,Mid
441,Zoe King,"deep learning, python, machine learning",9,MBA,Google ML,Data Scientist,1,105724,10,100,1,0,1,0,0,0,0,0,Senior
442,Benjamin Ward,"networking, cybersecurity",5,MBA,None,Cybersecurity Analyst,1,40736,6,90,0,0,0,0,0,0,0,0,Mid
443,Jason Cummings,"machine learning, sql, deep learning",7,MBA,Google ML,Data Scientist,1,79303,6,100,0,1,1,0,0,0,0,0,Senior
444,Daniel Cline,"java, c++, sql, react",4,B.Tech,None,Software Engineer,1,46950,7,95,0,1,0,0,0,0,0,0,Mid
445,Debbie Duffy,"java, react, sql",4,PhD,AWS Certified,Software Engineer,1,92781,0,65,0,1,0,0,0,0,0,0,Mid
446,Melissa Lowe,"java, react",10,B.Sc,Deep Learning Specialization,Software Engineer,1,75477,6,100,0,0,0,0,0,0,0,0,Senior
447,Susan Warren,"tensorflow, python, nlp",10,MBA,None,AI Researcher,1,95290,0,100,1,0,0,0,0,1,1,0,Senior
448,Amber Parker,"machine learning, python",8,B.Sc,None,Data Scientist,1,40162,7,100,1,0,1,0,0,0,0,0,Senior
449,Tracy Dalton,"react, sql, java",6,B.Tech,Deep Learning Specialization,Software Engineer,1,115386,4,100,0,1,0,0,0,0,0,0,Mid
450,Nicholas Hutchinson,"sql, react, java",0,M.Tech,None,Software Engineer,0,81417,0,15,0,1,0,0,0,0,0,0,Fresher
451,Thomas Hood,"networking, ethical hacking, cybersecurity",10,B.Sc,Google ML,Cybersecurity Analyst,1,92197,5,100,0,0,0,0,0,0,0,0,Senior
452,William Parker V,"python, machine learning, deep learning",8,B.Sc,Deep Learning Specialization,Data Scientist,1,100425,0,100,1,0,1,0,0,0,0,0,Senior
453,Michael Krueger,"java, sql, react",5,MBA,None,Software Engineer,1,49176,8,100,0,1,0,0,0,0,0,0,Mid
454,Jordan Cook,"java, react, c++, sql",3,B.Sc,Google ML,Software Engineer,1,63179,9,100,0,1,0,0,0,0,0,0,Junior
455,Michael George,"sql, java",8,B.Tech,AWS Certified,Software Engineer,1,83833,8,100,0,1,0,0,0,0,0,0,Senior
456,Joshua Bennett,"nlp, tensorflow, python, pytorch",0,M.Tech,Google ML,AI Researcher,1,119583,8,70,1,0,0,0,0,1,1,1,Fresher
457,Paul Wallace,"cybersecurity, ethical hacking, linux, networking",6,MBA,Deep Learning Specialization,Cybersecurity Analyst,1,80085,10,100,0,0,0,0,0,0,0,0,Mid
458,Keith Hayes,"linux, networking",6,PhD,None,Cybersecurity Analyst,1,85029,9,100,0,0,0,0,0,0,0,0,Mid
459,Scott Fisher,"java, c++",4,B.Tech,Deep Learning Specialization,Software Engineer,1,104969,8,100,0,0,0,0,0,0,0,0,Mid
460,Brandon Reyes,"tensorflow, python, nlp",6,B.Tech,Google ML,AI Researcher,1,88432,4,100,1,0,0,0,0,1,1,0,Mid
461,Jamie Smith,"nlp, pytorch, tensorflow",9,MBA,Deep Learning Specialization,AI Researcher,1,67341,8,100,0,0,0,0,0,1,1,1,Senior
462,Daniel Ruiz,"ethical hacking, networking, linux",1,M.Tech,Google ML,Cybersecurity Analyst,1,102085,6,65,0,0,0,0,0,0,0,0,Fresher
463,Dominic Warren,"pytorch, python",8,B.Sc,AWS Certified,AI Researcher,1,116934,10,100,1,0,0,0,0,0,0,1,Senior
464,Travis Thompson,"c++, java",0,M.Tech,Deep Learning Specialization,Software Engineer,0,109551,3,35,0,0,0,0,0,0,0,0,Fresher
465,Steven White,"ethical hacking, networking",10,M.Tech,AWS Certified,Cybersecurity Analyst,1,71504,6,100,0,0,0,0,0,0,0,0,Senior
466,Jessica Trevino,"tensorflow, pytorch, python, nlp",4,MBA,AWS Certified,AI Researcher,1,61757,2,80,1,0,0,0,0,1,1,1,Mid
467,Monica Armstrong,"pytorch, python, tensorflow, nlp",5,B.Sc,Google ML,AI Researcher,1,75037,10,100,1,0,0,0,0,1,1,1,Mid
468,Margaret Turner,"cybersecurity, ethical hacking, networking, linux",3,PhD,None,Cybersecurity Analyst,1,105166,5,75,0,0,0,0,0,0,0,0,Junior
469,Renee West,"c++, java, sql",2,MBA,Google ML,Software Engineer,1,62255,7,80,0,1,0,0,0,0,0,0,Junior
470,Samuel Lawson,"pytorch, python",4,B.Sc,AWS Certified,AI Researcher,1,72233,9,100,1,0,0,0,0,0,0,1,Mid
471,Dana Gibson,"python, tensorflow, pytorch, nlp",8,PhD,AWS Certified,AI Researcher,1,44783,10,100,1,0,0,0,0,1,1,1,Senior
472,Claire Harris,"sql, deep learning, machine learning, python",1,PhD,None,Data Scientist,0,84161,6,60,1,1,1,0,0,0,0,0,Fresher
473,Carolyn Willis,"tensorflow, nlp, python",0,MBA,Google ML,AI Researcher,0,40720,2,35,1,0,0,0,0,1,1,0,Fresher
474,Mary Taylor,"sql, machine learning, deep learning",9,B.Tech,None,Data Scientist,1,114686,0,100,0,1,1,0,0,0,0,0,Senior
475,Morgan Bennett,"machine learning, sql, python, deep learning",2,MBA,Google ML,Data Scientist,1,108247,6,80,1,1,1,0,0,0,0,0,Junior
476,Christina Oneal,"python, machine learning",10,MBA,Google ML,Data Scientist,1,89482,5,100,1,0,1,0,0,0,0,0,Senior
477,Carrie Wright,"deep learning, machine learning, sql",1,B.Tech,None,Data Scientist,0,58515,6,55,0,1,1,0,0,0,0,0,Fresher
478,Beth Harper,"sql, python",8,MBA,Deep Learning Specialization,Data Scientist,1,75286,10,100,1,1,0,0,0,0,0,0,Senior
479,Johnny Arias,"networking, ethical hacking, linux, cybersecurity",10,M.Tech,Google ML,Cybersecurity Analyst,1,56891,0,100,0,0,0,0,0,0,0,0,Senior
480,Daniel Montgomery,"sql, machine learning",1,B.Sc,Deep Learning Specialization,Data Scientist,0,104811,1,35,0,1,1,0,0,0,0,0,Fresher
481,Andrew Moore,"machine learning, python, sql",0,MBA,Google ML,Data Scientist,0,116814,5,50,1,1,1,0,0,0,0,0,Fresher
482,Douglas Sampson,"linux, cybersecurity, ethical hacking, networking",2,B.Tech,AWS Certified,Cybersecurity Analyst,1,59397,10,100,0,0,0,0,0,0,0,0,Junior
483,Jodi Franklin,"react, c++, java",10,MBA,Deep Learning Specialization,Software Engineer,1,76012,1,100,0,0,0,0,0,0,0,0,Senior
484,Ann Morgan,"networking, cybersecurity, linux",5,M.Tech,Google ML,Cybersecurity Analyst,1,113331,8,100,0,0,0,0,0,0,0,0,Mid
485,Laurie Wilson,"c++, java, react, sql",10,MBA,Deep Learning Specialization,Software Engineer,1,103925,9,100,0,1,0,0,0,0,0,0,Senior
486,Matthew Gregory,"ethical hacking, networking",8,B.Sc,None,Cybersecurity Analyst,1,69766,1,95,0,0,0,0,0,0,0,0,Senior
487,Eric Hill,"ethical hacking, linux",6,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,1,83470,2,90,0,0,0,0,0,0,0,0,Mid
488,Alyssa Thomas,"tensorflow, python, nlp",10,MBA,None,AI Researcher,1,63362,6,100,1,0,0,0,0,1,1,0,Senior
489,Lindsay Christian,"c++, react, sql, java",1,M.Tech,Google ML,Software Engineer,1,49305,9,85,0,1,0,0,0,0,0,0,Fresher
490,Deborah Ramirez,"sql, machine learning, deep learning, python",3,PhD,None,Data Scientist,1,104405,9,95,1,1,1,0,0,0,0,0,Junior
491,Sheri Dickerson,"python, pytorch, nlp",0,PhD,Google ML,AI Researcher,1,88256,9,70,1,0,0,0,0,0,1,1,Fresher
492,Kevin Moreno,"c++, react, java",10,B.Sc,Google ML,Software Engineer,1,117566,8,100,0,0,0,0,0,0,0,0,Senior
493,Brian Dodson,"deep learning, machine learning, sql",2,PhD,Deep Learning Specialization,Data Scientist,1,106032,10,95,0,1,1,0,0,0,0,0,Junior
494,Paula Fletcher,"machine learning, python, sql",6,B.Tech,Deep Learning Specialization,Data Scientist,1,116481,8,100,1,1,1,0,0,0,0,0,Mid
495,Dawn Price,"react, sql, java, c++",6,B.Tech,Deep Learning Specialization,Software Engineer,1,119018,0,90,0,1,0,0,0,0,0,0,Mid
496,Regina English,"machine learning, deep learning, python",3,B.Sc,AWS Certified,Data Scientist,1,79930,9,100,1,0,1,0,0,0,0,0,Junior
497,Darrell Morris,"linux, ethical hacking, cybersecurity, networking",7,B.Tech,AWS Certified,Cybersecurity Analyst,1,61624,1,100,0,0,0,0,0,0,0,0,Senior
498,Matthew Reynolds,"java, sql",8,M.Tech,Deep Learning Specialization,Software Engineer,1,115051,2,100,0,1,0,0,0,0,0,0,Senior
499,Jill Combs,"java, react, sql, c++",8,M.Tech,Google ML,Software Engineer,1,61601,7,100,0,1,0,0,0,0,0,0,Senior
500,Kyle Cole,"java, sql, c++, react",3,B.Tech,Deep Learning Specialization,Software Engineer,0,67414,0,60,0,1,0,0,0,0,0,0,Junior
501,Christine Beck,"nlp, tensorflow, python, pytorch",9,PhD,AWS Certified,AI Researcher,1,112005,10,100,1,0,0,0,0,1,1,1,Senior
502,Samantha Evans,"pytorch, tensorflow, nlp, python",5,MBA,AWS Certified,AI Researcher,1,53097,0,80,1,0,0,0,0,1,1,1,Mid
503,Eric Pena,"sql, deep learning, python, machine learning",7,B.Tech,None,Data Scientist,1,54552,2,100,1,1,1,0,0,0,0,0,Senior
504,Alex Morgan,"linux, networking",4,M.Tech,None,Cybersecurity Analyst,0,116278,0,50,0,0,0,0,0,0,0,0,Mid
505,Jon Moore,"sql, c++, react",1,M.Tech,Deep Learning Specialization,Software Engineer,0,118312,4,55,0,1,0,0,0,0,0,0,Fresher
506,Robert Aguilar,"networking, ethical hacking",0,PhD,Deep Learning Specialization,Cybersecurity Analyst,0,63561,5,45,0,0,0,0,0,0,0,0,Fresher
507,Danielle Rollins,"tensorflow, python, nlp",7,B.Sc,Deep Learning Specialization,AI Researcher,1,74451,9,100,1,0,0,0,0,1,1,0,Senior
508,Eric Bush,"machine learning, python",5,B.Tech,Google ML,Data Scientist,1,91581,4,90,1,0,1,0,0,0,0,0,Mid
509,Lisa Doyle,"pytorch, tensorflow",9,PhD,Google ML,AI Researcher,1,59856,2,100,0,0,0,0,0,1,0,1,Senior
510,Cody Harris,"ethical hacking, linux",7,PhD,None,Cybersecurity Analyst,1,47840,0,80,0,0,0,0,0,0,0,0,Senior
511,Roger Lewis,"networking, ethical hacking, linux, cybersecurity",9,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,1,80779,5,100,0,0,0,0,0,0,0,0,Senior
512,Pamela Foster,"networking, ethical hacking, cybersecurity, linux",9,MBA,Deep Learning Specialization,Cybersecurity Analyst,1,73181,5,100,0,0,0,0,0,0,0,0,Senior
513,Monica Allison,"cybersecurity, linux, ethical hacking",1,B.Tech,AWS Certified,Cybersecurity Analyst,1,74376,9,80,0,0,0,0,0,0,0,0,Fresher
514,David Cruz,"cybersecurity, linux, networking, ethical hacking",0,M.Tech,AWS Certified,Cybersecurity Analyst,0,77105,4,50,0,0,0,0,0,0,0,0,Fresher
515,John Braun,"java, react, sql, c++",1,B.Sc,None,Software Engineer,1,107509,10,80,0,1,0,0,0,0,0,0,Fresher
516,Ryan Smith,"react, c++",9,B.Sc,None,Software Engineer,1,102113,6,100,0,0,0,0,0,0,0,0,Senior
517,Joseph Chapman,"sql, react, java, c++",9,MBA,Google ML,Software Engineer,1,95141,7,100,0,1,0,0,0,0,0,0,Senior
518,Renee Hayes,"ethical hacking, linux",4,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,1,56684,5,85,0,0,0,0,0,0,0,0,Mid
519,Karen Weiss,"sql, java, c++",2,B.Sc,AWS Certified,Software Engineer,0,90151,1,50,0,1,0,0,0,0,0,0,Junior
520,Elizabeth Mcmillan,"c++, react, sql",9,PhD,Google ML,Software Engineer,1,113497,5,100,0,1,0,0,0,0,0,0,Senior
521,Kimberly Carpenter,"python, nlp, pytorch",2,PhD,AWS Certified,AI Researcher,0,80377,1,50,1,0,0,0,0,0,1,1,Junior
522,Heather Booker,"nlp, pytorch, tensorflow",9,B.Sc,None,AI Researcher,1,108379,10,100,0,0,0,0,0,1,1,1,Senior
523,Ronald Griffith,"linux, networking, cybersecurity, ethical hacking",8,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,1,40945,4,100,0,0,0,0,0,0,0,0,Senior
524,Glenn Kelley,"machine learning, deep learning, sql",0,B.Sc,AWS Certified,Data Scientist,0,63564,6,55,0,1,1,0,0,0,0,0,Fresher
525,Christina Hester,"sql, c++",7,B.Sc,AWS Certified,Software Engineer,1,47957,7,100,0,1,0,0,0,0,0,0,Senior
526,Jenna Burnett,"networking, cybersecurity",7,PhD,None,Cybersecurity Analyst,1,50704,0,80,0,0,0,0,0,0,0,0,Senior
527,Mary Abbott,"java, react, sql",1,PhD,None,Software Engineer,0,91756,1,30,0,1,0,0,0,0,0,0,Fresher
528,Cheryl Morton,"ethical hacking, networking, linux",0,B.Tech,Google ML,Cybersecurity Analyst,1,99469,9,70,0,0,0,0,0,0,0,0,Fresher
529,Kyle Johnson,"sql, machine learning, deep learning, python",6,M.Tech,Deep Learning Specialization,Data Scientist,1,117621,5,100,1,1,1,0,0,0,0,0,Mid
530,Denise Cruz,"tensorflow, nlp, pytorch, python",4,M.Tech,AWS Certified,AI Researcher,1,48906,7,100,1,0,0,0,0,1,1,1,Mid
531,Crystal Parker,"deep learning, machine learning, sql",5,M.Tech,None,Data Scientist,1,79635,9,100,0,1,1,0,0,0,0,0,Mid
532,Eddie Hutchinson,"python, machine learning",7,B.Sc,AWS Certified,Data Scientist,1,55994,2,100,1,0,1,0,0,0,0,0,Senior
533,Sierra Edwards,"c++, sql",5,M.Tech,Google ML,Software Engineer,1,41530,0,70,0,1,0,0,0,0,0,0,Mid
534,Peter Mcmahon,"python, deep learning, sql, machine learning",5,MBA,Google ML,Data Scientist,1,69257,0,80,1,1,1,0,0,0,0,0,Mid
535,Alexandra Gilbert,"networking, linux",2,B.Sc,None,Cybersecurity Analyst,0,64118,0,30,0,0,0,0,0,0,0,0,Junior
536,Heather Watson,"react, sql",4,PhD,None,Software Engineer,1,108770,10,100,0,1,0,0,0,0,0,0,Mid
537,Carlos Ochoa,"java, react, c++, sql",8,B.Tech,Google ML,Software Engineer,1,63268,7,100,0,1,0,0,0,0,0,0,Senior
538,Jill Williams,"pytorch, tensorflow, nlp",4,B.Sc,None,AI Researcher,1,59560,5,80,0,0,0,0,0,1,1,1,Mid
539,Jessica Doyle,"java, c++, sql",9,M.Tech,Deep Learning Specialization,Software Engineer,1,82288,0,100,0,1,0,0,0,0,0,0,Senior
540,Felicia Wright,"tensorflow, pytorch, nlp, python",6,PhD,Google ML,AI Researcher,1,64338,10,100,1,0,0,0,0,1,1,1,Mid
541,Michael Santos,"sql, java, c++, react",5,M.Tech,Deep Learning Specialization,Software Engineer,1,111578,9,100,0,1,0,0,0,0,0,0,Mid
542,Angie Roberts,"deep learning, python, machine learning",6,B.Tech,Google ML,Data Scientist,1,89840,2,95,1,0,1,0,0,0,0,0,Mid
543,Harold Acevedo,"sql, c++, react",3,B.Tech,None,Software Engineer,1,112003,7,80,0,1,0,0,0,0,0,0,Junior
544,Sarah Jones,"ethical hacking, networking",6,B.Sc,AWS Certified,Cybersecurity Analyst,1,119478,2,90,0,0,0,0,0,0,0,0,Mid
545,Jeffrey Smith,"machine learning, deep learning",7,B.Tech,AWS Certified,Data Scientist,1,43930,8,100,0,0,1,0,0,0,0,0,Senior
546,Marcus Ramirez,"sql, java, react",10,B.Sc,Deep Learning Specialization,Software Engineer,1,81778,4,100,0,1,0,0,0,0,0,0,Senior
547,Christy Ramirez,"pytorch, nlp",1,MBA,None,AI Researcher,0,105641,2,30,0,0,0,0,0,0,1,1,Fresher
548,Rhonda Mendoza,"machine learning, deep learning, sql",7,M.Tech,Deep Learning Specialization,Data Scientist,1,78218,10,100,0,1,1,0,0,0,0,0,Senior
549,Heather Lewis,"networking, linux, ethical hacking, cybersecurity",3,M.Tech,AWS Certified,Cybersecurity Analyst,1,115553,9,100,0,0,0,0,0,0,0,0,Junior
550,Adrian Marshall,"tensorflow, nlp, python",3,PhD,AWS Certified,AI Researcher,1,71785,7,90,1,0,0,0,0,1,1,0,Junior
551,Rebecca Kirby,"python, deep learning, machine learning, sql",9,B.Tech,Google ML,Data Scientist,1,64063,9,100,1,1,1,0,0,0,0,0,Senior
552,Kirsten Smith,"react, c++, java, sql",5,B.Sc,None,Software Engineer,1,89191,3,85,0,1,0,0,0,0,0,0,Mid
553,Timothy Duncan,"python, tensorflow, pytorch, nlp",5,PhD,Google ML,AI Researcher,1,104955,0,80,1,0,0,0,0,1,1,1,Mid
554,Barbara Turner,"react, c++, java, sql",7,M.Tech,Deep Learning Specialization,Software Engineer,1,58910,7,100,0,1,0,0,0,0,0,0,Senior
555,Frank Hale,"machine learning, python, deep learning, sql",1,B.Sc,Google ML,Data Scientist,0,55166,4,60,1,1,1,0,0,0,0,0,Fresher
556,James Brooks Jr.,"react, sql, java, c++",1,PhD,None,Software Engineer,0,50422,1,35,0,1,0,0,0,0,0,0,Fresher
557,Jennifer Smith,"ethical hacking, networking, cybersecurity",10,MBA,Deep Learning Specialization,Cybersecurity Analyst,1,51159,8,100,0,0,0,0,0,0,0,0,Senior
